2024-04-03 10:40:44,672 INFO    StreamThr :46180 [internal.py:wandb_internal():86] W&B internal server running at pid: 46180, started at: 2024-04-03 10:40:44.672125
2024-04-03 10:40:44,672 DEBUG   HandlerThread:46180 [handler.py:handle_request():146] handle_request: status
2024-04-03 10:40:44,674 INFO    WriterThread:46180 [datastore.py:open_for_write():87] open: /Users/korneel/coding/A3C/wandb/run-20240403_104044-zotm1khw/run-zotm1khw.wandb
2024-04-03 10:40:44,674 DEBUG   SenderThread:46180 [sender.py:send():379] send: header
2024-04-03 10:40:44,691 DEBUG   SenderThread:46180 [sender.py:send():379] send: run
2024-04-03 10:40:45,192 INFO    SenderThread:46180 [dir_watcher.py:__init__():211] watching files in: /Users/korneel/coding/A3C/wandb/run-20240403_104044-zotm1khw/files
2024-04-03 10:40:45,192 INFO    SenderThread:46180 [sender.py:_start_run_threads():1124] run started: zotm1khw with start time 1712155244.672554
2024-04-03 10:40:45,196 DEBUG   HandlerThread:46180 [handler.py:handle_request():146] handle_request: check_version
2024-04-03 10:40:45,196 DEBUG   SenderThread:46180 [sender.py:send_request():406] send_request: check_version
2024-04-03 10:40:45,291 DEBUG   HandlerThread:46180 [handler.py:handle_request():146] handle_request: run_start
2024-04-03 10:40:45,296 DEBUG   HandlerThread:46180 [system_info.py:__init__():26] System info init
2024-04-03 10:40:45,296 DEBUG   HandlerThread:46180 [system_info.py:__init__():41] System info init done
2024-04-03 10:40:45,296 INFO    HandlerThread:46180 [system_monitor.py:start():194] Starting system monitor
2024-04-03 10:40:45,296 INFO    SystemMonitor:46180 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-03 10:40:45,297 INFO    HandlerThread:46180 [system_monitor.py:probe():214] Collecting system info
2024-04-03 10:40:45,297 INFO    SystemMonitor:46180 [interfaces.py:start():190] Started cpu monitoring
2024-04-03 10:40:45,297 DEBUG   HandlerThread:46180 [system_info.py:probe():150] Probing system
2024-04-03 10:40:45,297 INFO    SystemMonitor:46180 [interfaces.py:start():190] Started disk monitoring
2024-04-03 10:40:45,297 INFO    SystemMonitor:46180 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-03 10:40:45,300 INFO    SystemMonitor:46180 [interfaces.py:start():190] Started memory monitoring
2024-04-03 10:40:45,301 INFO    SystemMonitor:46180 [interfaces.py:start():190] Started network monitoring
2024-04-03 10:40:45,305 DEBUG   HandlerThread:46180 [system_info.py:_probe_git():135] Probing git
2024-04-03 10:40:45,332 DEBUG   HandlerThread:46180 [system_info.py:_probe_git():143] Probing git done
2024-04-03 10:40:45,332 DEBUG   HandlerThread:46180 [system_info.py:probe():198] Probing system done
2024-04-03 10:40:45,332 DEBUG   HandlerThread:46180 [system_monitor.py:probe():223] {'os': 'macOS-13.5.2-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-04-03T14:40:45.297520', 'startedAt': '2024-04-03T14:40:44.669394', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/korneel/coding/A3C/DSQN/pytorch_example.py', 'codePathLocal': 'DSQN/pytorch_example.py', 'codePath': 'DSQN/pytorch_example.py', 'git': {'remote': 'https://github.com/korneelf1/Neuromorphic_RL.git', 'commit': 'b687f2371afd91983d5c83933a4f807cbdd18f99'}, 'email': 'korneel.vandenberghe@hotmail.be', 'root': '/Users/korneel/coding/A3C', 'host': 'Mac-mini.local', 'username': 'Korneel', 'executable': '/Users/korneel/anaconda3/envs/locomotion_env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 11.102210998535156}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-04-03 10:40:45,332 INFO    HandlerThread:46180 [system_monitor.py:probe():224] Finished collecting system info
2024-04-03 10:40:45,332 INFO    HandlerThread:46180 [system_monitor.py:probe():227] Publishing system info
